,Unnamed: 0,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
3161,3161,Hyundai Xcent 1.2,4.65,90000,Petrol,Manual,1st Owner,2019,2179,5
3162,3162,Hyundai Creta E,10.85,56040,Diesel,Manual,1st Owner,2020,1086,5
3163,3163,Maruti Ertiga VXI,8.49,69305,Petrol,Manual,1st Owner,2021,1248,7
3164,3164,Ford Figo Petrol,2.35,66974,Petrol,Manual,3rd Owner,2014,1396,5
3165,3165,Tata Indigo LX,1.4,227904,Diesel,Manual,1st Owner,2014,796,7
3166,3166,Mahindra Scorpio S11,17.11,40670,Diesel,Manual,1st Owner,2021,2179,5
3167,3167,Hyundai Santro Magna,4.36,17535,Petrol,Manual,1st Owner,2020,1248,5
3168,3168,Maruti SX4 S,7.5,80243,Diesel,Manual,2nd Owner,2018,2982,5
3169,3169,Tata Indigo VX,2.02,61549,Diesel,Manual,1st Owner,2014,1198,5
3170,3170,Maruti Alto 800,1.7,89345,Petrol,Manual,2nd Owner,2014,1198,5
3171,3171,Mahindra Scorpio S9,13.03,95790,Diesel,Manual,1st Owner,2019,1799,8
3172,3172,Maruti Swift VDI,4.25,77173,Diesel,Manual,1st Owner,2015,1198,5
3173,3173,Toyota Fortuner 4x4,11.75,169917,Diesel,Manual,2nd Owner,2013,1086,5
3174,3174,Honda Brio VX,3.37,46224,Petrol,Manual,1st Owner,2015,2494,5
3175,3175,Nissan Micra Active,3.96,23947,Petrol,Manual,1st Owner,2017,1197,5
3176,3176,Honda Civic 1.8,1.8,50546,Petrol,Manual,2nd Owner,2008,1172,5
3177,3177,Honda Amaze S,3.2,61229,Petrol,Manual,1st Owner,2015,999,5
3178,3178,Hyundai i10 Magna,1.76,85122,Lpg,Manual,3rd Owner,2011,1120,5
3179,3179,Toyota Innova 2.5,7.18,46286,Diesel,Manual,1st Owner,2014,814,5
3180,3180,Maruti Baleno Sigma,5.87,8110,Petrol,Manual,1st Owner,2020,1086,5
3181,3181,Fiat Grande Punto,2.18,64712,Petrol,Manual,2nd Owner,2015,998,5
3182,3182,Renault KWID Climber,2.97,52698,Petrol,Automatic,1st Owner,2017,799,5
3183,3183,Hyundai Grand i10,2.9,120797,Diesel,Manual,2nd Owner,2016,1462,5
3184,3184,Hyundai EON Era,2.68,39109,Petrol,Manual,1st Owner,2017,796,7
3185,3185,Hyundai i10 Era,1.49,21046,Petrol,Manual,1st Owner,2009,1364,5
3186,3186,Maruti Wagon R,2.63,34794,Petrol,Manual,1st Owner,2014,1498,5
3187,3187,Renault KWID RXT,3.05,33614,Petrol,Manual,1st Owner,2018,2179,7
3188,3188,Maruti Ciaz Zeta,9.5,9630,Petrol,Manual,1st Owner,2022,1248,5
3189,3189,Maruti Alto LXi,1.1,72153,Petrol,Manual,3rd Owner,2011,1956,5
3190,3190,Toyota Platinum Etios,5.65,78172,Diesel,Manual,1st Owner,2019,1462,5
3191,3191,Honda City i-DTEC,7.92,64313,Diesel,Manual,1st Owner,2018,1364,5
3192,3192,Mahindra XUV500 W11,15.62,74787,Diesel,Manual,1st Owner,2020,1248,5
3193,3193,Maruti Swift Dzire,6.71,92045,Diesel,Manual,1st Owner,2019,998,5
3194,3194,Jeep Compass 2.0,12.03,48259,Diesel,Manual,3rd Owner,2018,814,4
3195,3195,Maruti Ertiga VXI,7.41,21197,Petrol,Manual,1st Owner,2019,1497,7
3196,3196,Toyota Etios VD,3.4,13814,Diesel,Manual,1st Owner,2012,1451,5
3197,3197,Maruti Baleno 1.3,4.54,85890,Diesel,Manual,1st Owner,2015,624,5
3198,3198,Maruti Wagon R,1.33,101935,Petrol,Manual,1st Owner,2010,999,5
3199,3199,Hyundai EON Era,2.83,26012,Petrol,Manual,1st Owner,2018,1497,7
3200,3200,Honda City V,3.13,117699,Petrol,Manual,2nd Owner,2012,1197,7
3201,3201,MG Hector Hybrid,18.07,31437,Petrol,Manual,2nd Owner,2021,999,7
3202,3202,Tata Nano Twist,1.44,14458,Petrol,Automatic,1st Owner,2015,2494,5
3203,3203,Renault Triber RXL,5.02,55744,Petrol,Manual,1st Owner,2019,2179,5
3204,3204,Honda City i,5.45,10411,Petrol,Manual,1st Owner,2015,1198,5
3205,3205,Maruti Swift Dzire,6.11,43627,Petrol,Manual,1st Owner,2019,1197,7
3206,3206,Renault KWID 1.0,2.35,31306,Petrol,Automatic,1st Owner,2017,1995,5
3207,3207,Toyota Innova 2.5,6.53,308768,Diesel,Manual,2nd Owner,2015,1197,5
3208,3208,Mahindra XUV500 W7,12.35,55209,Diesel,Automatic,1st Owner,2018,1462,5
3209,3209,Datsun GO Plus,3.04,18732,Petrol,Manual,1st Owner,2017,1198,5
3210,3210,Hyundai Grand i10,7.41,30273,Cng,Manual,1st Owner,2021,1197,5
3211,3211,BMW X4 M,56.5,29000,Diesel,Automatic,1st Owner,2019,1591,5
3212,3212,Hyundai Grand i10,4.62,47841,Petrol,Manual,1st Owner,2018,1248,5
3213,3213,Maruti Ertiga VXI,8.49,3707,Petrol,Manual,1st Owner,2020,999,5
3214,3214,Honda Amaze S,3.79,104596,Petrol,Manual,1st Owner,2016,1248,7
3215,3215,Hyundai i10 Sportz,2.63,60162,Petrol,Manual,1st Owner,2013,799,5
3216,3216,Hyundai Creta 1.6,7.8,72434,Petrol,Manual,1st Owner,2015,998,5
3217,3217,Maruti Swift VDI,2.7,96906,Diesel,Manual,3rd Owner,2012,2755,5
3218,3218,Renault KWID 1.0,4.45,4603,Petrol,Automatic,1st Owner,2020,1497,5
3219,3219,Maruti Swift VDI,3.7,63740,Diesel,Manual,2nd Owner,2014,1396,5
3220,3220,Renault KWID RXT,2.49,53827,Petrol,Manual,1st Owner,2016,1197,5
3221,3221,Kia Sonet HTX,10.37,13997,Petrol,Manual,1st Owner,2021,1299,7
3222,3222,Toyota Fortuner 2.8,19.8,120949,Diesel,Manual,2nd Owner,2017,1248,5
3223,3223,Honda City i,6.44,42189,Petrol,Manual,1st Owner,2017,1086,5
3224,3224,Hyundai i20 1.4,2.83,34341,Diesel,Manual,1st Owner,2012,1493,6
3225,3225,Hyundai Grand i10,6.59,18881,Petrol,Manual,1st Owner,2020,993,5
3226,3226,Ford Ikon 1.3,5.5,127335,Petrol,Manual,2nd Owner,2009,1248,5
3227,3227,Maruti Vitara Brezza,7.5,26201,Diesel,Manual,1st Owner,2019,1462,7
3228,3228,Hyundai i10 Sportz,2.48,107263,Petrol,Manual,1st Owner,2014,998,5
3229,3229,Mahindra Bolero Power,6.13,58245,Diesel,Manual,1st Owner,2017,1499,7
3230,3230,Maruti Zen LXI,5.5,142740,Petrol,Manual,2nd Owner,2006,2755,5
3231,3231,Maruti Swift VDI,4.25,51755,Diesel,Manual,1st Owner,2015,1193,7
3232,3232,Maruti XL6 Zeta,9.54,84284,Petrol,Manual,1st Owner,2020,2179,5
3233,3233,Maruti Wagon R,2.76,94087,Petrol,Manual,1st Owner,2015,998,5
3234,3234,Ford Fiesta Petrol,2.78,56292,Petrol,Manual,1st Owner,2011,2393,5
3235,3235,Toyota Fortuner 2.8,29.32,91604,Diesel,Manual,2nd Owner,2020,2179,5
3236,3236,Tata Zest Revotron,2.66,56290,Petrol,Manual,1st Owner,2015,1248,5
3237,3237,Mahindra XUV500 W8,6.01,41086,Diesel,Manual,4th Owner,2015,1364,7
3238,3238,Maruti Alto K10,2.6,38137,Petrol,Manual,1st Owner,2016,1197,5
3239,3239,Toyota Innova Crysta,22.16,11724,Diesel,Automatic,1st Owner,2022,1120,5
3240,3240,Tata Safari Storme,5.29,111023,Diesel,Manual,4th Owner,2016,2198,5
3241,3241,Chevrolet Sail Hatchback,2.54,63936,Diesel,Manual,1st Owner,2013,1461,5
3242,3242,Toyota Etios GD,2.96,229289,Diesel,Manual,1st Owner,2013,1497,5
3243,3243,Hyundai i20 1.2,5.63,21292,Petrol,Manual,1st Owner,2017,1396,5
3244,3244,Hyundai Grand i10,3.48,99561,Diesel,Manual,1st Owner,2016,1193,5
3245,3245,Ford Endeavour 2.2,13.38,103066,Diesel,Automatic,2nd Owner,2016,998,5
3246,3246,Renault Duster 110PS,3.62,102141,Diesel,Manual,2nd Owner,2014,1498,5
3247,3247,Ford Ecosport 1.5,6.35,49320,Petrol,Manual,1st Owner,2017,796,5
3248,3248,Tata Indigo LX,1.72,43239,Diesel,Manual,1st Owner,2015,1497,5
3249,3249,Tata Indigo Emax,2.47,112051,Cng,Manual,1st Owner,2017,1199,5
3250,3250,Maruti Celerio ZXI,3.46,7999,Petrol,Automatic,2nd Owner,2017,5461,4
3251,3251,Ford Ecosport 1.5,3.81,86269,Diesel,Manual,1st Owner,2013,1197,5
3252,3252,Maruti Alto LXi,1.2,15166,Petrol,Manual,1st Owner,2010,3996,5
3253,3253,Tata Tigor EV,6.31,25882,Electric,Automatic,1st Owner,2019,1582,5
3254,3254,Honda City 1.5,2.69,57209,Petrol,Automatic,1st Owner,2009,1950,5
3255,3255,Volkswagen CrossPolo 1.2,3.38,94848,Diesel,Manual,3rd Owner,2013,1061,5
3256,3256,Mercedes-Benz G G63,1.52,47000,Petrol,Automatic,2nd Owner,2017,1950,5
3257,3257,Hyundai Xcent 1.2,4.79,9669,Petrol,Manual,1st Owner,2018,1956,5
3258,3258,Porsche Panamera GTS,1.75,10000,Petrol,Automatic,1st Owner,2019,1061,5
3259,3259,Hyundai Verna 1.6,4.11,111246,Diesel,Manual,3rd Owner,2014,1991,5
3260,3260,Mercedes-Benz E-Class Exclusive,44.0,44000,Diesel,Automatic,1st Owner,2017,1396,7
3261,3261,Maruti Wagon R,1.43,55118,Petrol,Manual,1st Owner,2010,1197,5
3262,3262,Mercedes-Benz E-Class Exclusive,43.5,39000,Diesel,Automatic,1st Owner,2017,2393,5
3263,3263,Tata Harrier XT,11.91,128924,Diesel,Manual,1st Owner,2021,1197,5
3264,3264,Maruti Wagon R,1.06,55842,Petrol,Manual,1st Owner,2010,998,5
3265,3265,Mercedes-Benz GLC 200,56.5,32000,Petrol,Automatic,1st Owner,2020,1582,5
3266,3266,Hyundai i20 1.4,2.85,96732,Diesel,Manual,1st Owner,2012,1493,5
3267,3267,Hyundai Grand i10,3.33,38370,Petrol,Manual,1st Owner,2014,1248,5
3268,3268,Toyota Innova Crysta,9.06,126401,Diesel,Manual,2nd Owner,2017,998,5
3269,3269,Hyundai i20 Active,5.14,44357,Petrol,Manual,2nd Owner,2017,1197,7
3270,3270,Maruti Wagon R,2.23,60545,Petrol,Manual,1st Owner,2013,1120,5
3271,3271,Hyundai Verna 1.6,3.17,132004,Diesel,Manual,3rd Owner,2012,2179,5
3272,3272,Kia Seltos HTK,13.25,7000,Diesel,Manual,1st Owner,2021,1248,8
3273,3273,Maruti Vitara Brezza,8.05,36096,Diesel,Manual,1st Owner,2019,1197,5
3274,3274,Maruti Wagon R,5.23,9264,Petrol,Manual,1st Owner,2021,2494,5
3275,3275,Hyundai Grand i10,2.58,112870,Petrol,Manual,1st Owner,2013,1198,8
3276,3276,Hyundai Xcent 1.1,2.97,56522,Diesel,Manual,2nd Owner,2014,998,5
3277,3277,Mahindra Scorpio S11,12.51,74206,Diesel,Manual,1st Owner,2018,2393,5
3278,3278,Maruti Swift Dzire,6.65,70000,Diesel,Manual,1st Owner,2018,1047,5
3279,3279,Hyundai i20 1.2,5.63,50924,Petrol,Manual,2nd Owner,2018,1197,5
3280,3280,Toyota Innova 2.5,7.74,55681,Diesel,Manual,1st Owner,2015,998,5
3281,3281,Tata Nexon 1.2,6.46,13308,Petrol,Manual,1st Owner,2019,998,7
3282,3282,Maruti Zen Estilo,1.67,27420,Petrol,Manual,1st Owner,2011,1248,5
3283,3283,Toyota Innova Crysta,15.05,143696,Diesel,Manual,1st Owner,2018,1999,4
3284,3284,Tata Tiago 1.05,3.74,117792,Diesel,Manual,1st Owner,2017,2995,6
3285,3285,Maruti Swift Dzire,5.19,47131,Petrol,Automatic,1st Owner,2017,1991,5
3286,3286,Maruti Wagon R,1.95,104155,Cng,Manual,1st Owner,2012,1950,8
3287,3287,Maruti A-Star Lxi,1.6,54573,Petrol,Manual,1st Owner,2011,1498,5
3288,3288,Maruti Baleno 1.3,5.88,84143,Diesel,Manual,3rd Owner,2019,2494,7
3289,3289,Land Rover Discovery,48.0,46000,Diesel,Automatic,1st Owner,2019,1199,5
3290,3290,Audi Q8 55,1.02,28000,Petrol,Automatic,1st Owner,2021,4134,5
3291,3291,Mercedes-Benz C-Class C300,68.0,30000,Petrol,Automatic,1st Owner,2019,998,5
3292,3292,Mercedes-Benz V-Class Exclusive,59.0,47000,Diesel,Automatic,2nd Owner,2019,1197,5
3293,3293,Ford Ecosport Titanium,7.35,46029,Diesel,Manual,1st Owner,2021,1396,7
3294,3294,Toyota Innova 2.5,7.8,205479,Diesel,Manual,2nd Owner,2016,1248,5
3295,3295,Tata Nexon XMA,9.99,39353,Petrol,Automatic,1st Owner,2020,2755,7
3296,3296,Audi Q7 4.2,17.26,80087,Diesel,Automatic,3rd Owner,2011,1950,5
3297,3297,Kia Sonet HTX,10.62,14067,Petrol,Manual,1st Owner,2021,1462,5
3298,3298,Maruti Baleno Delta,6.69,13341,Petrol,Manual,1st Owner,2021,1197,5
3299,3299,Hyundai i20 Active,5.74,59326,Diesel,Manual,2nd Owner,2017,1798,5
3300,3300,Maruti Swift VDI,3.51,71093,Diesel,Manual,1st Owner,2014,1197,5
3301,3301,Toyota Fortuner 2.8,32.0,94000,Diesel,Automatic,1st Owner,2018,796,7
3302,3302,Mercedes-Benz E-Class Exclusive,74.75,13000,Diesel,Automatic,1st Owner,2021,1956,5
3303,3303,Maruti Ertiga ZXI,9.46,29267,Petrol,Manual,1st Owner,2019,2179,5
3304,3304,Maruti Swift Dzire,7.16,9695,Petrol,Automatic,1st Owner,2019,1199,5
3305,3305,Toyota Corolla Altis,8.83,49470,Petrol,Manual,1st Owner,2016,1956,5
3306,3306,Volkswagen Vento 1.2,7.31,27334,Petrol,Automatic,1st Owner,2016,1186,5
3307,3307,Maruti Alto 800,2.68,35275,Petrol,Manual,1st Owner,2016,1497,5
3308,3308,Jeep Compass 2.0,22.13,32365,Diesel,Automatic,1st Owner,2020,1497,5
3309,3309,Tata Hexa XT,10.21,57366,Diesel,Manual,1st Owner,2017,1199,5
3310,3310,Tata Altroz XZ,7.3,30972,Petrol,Manual,1st Owner,2020,1956,7
3311,3311,Jeep Compass 2.0,11.78,63641,Diesel,Manual,2nd Owner,2018,1248,7
3312,3312,Hyundai Grand i10,5.2,36171,Diesel,Manual,1st Owner,2018,2179,6
3313,3313,Honda City i-VTEC,9.5,33851,Petrol,Automatic,1st Owner,2017,1373,5
3314,3314,Honda City i,6.08,73414,Petrol,Manual,1st Owner,2015,1198,5
3315,3315,Tata Tiago 1.2,4.31,65938,Petrol,Manual,1st Owner,2017,796,5
3316,3316,MG Hector Sharp,17.3,27122,Diesel,Manual,1st Owner,2020,1461,7
3317,3317,Maruti Baleno 1.3,5.55,73994,Diesel,Manual,2nd Owner,2017,1497,5
3318,3318,Tata Safari Storme,7.69,65779,Diesel,Manual,1st Owner,2016,1493,5
3319,3319,Maruti Ertiga BSIV,7.86,51239,Petrol,Manual,1st Owner,2018,1396,5
3320,3320,Mahindra KUV 100,3.66,70222,Petrol,Manual,1st Owner,2017,1086,5
3321,3321,Maruti Alto 800,4.12,3415,Petrol,Manual,1st Owner,2021,1086,7
3322,3322,Nissan Terrano XL,4.2,110000,Diesel,Manual,1st Owner,2014,1199,5
3323,3323,Honda City 1.5,2.0,80000,Petrol,Automatic,3rd Owner,2008,2179,5
3324,3324,Mahindra Bolero Power,6.0,150000,Diesel,Manual,1st Owner,2017,1199,5
3325,3325,Hyundai i20 Asta,5.4,97000,Diesel,Manual,2nd Owner,2015,1248,5
3326,3326,Hyundai i10 Era,2.25,80000,Petrol,Manual,3rd Owner,2009,2967,7
3327,3327,Hyundai i10 Era,1.8,25000,Petrol,Manual,1st Owner,2011,1197,5
3328,3328,Volkswagen Polo Diesel,2.7,60000,Diesel,Manual,2nd Owner,2012,2494,4
3329,3329,Tata New Safari,3.25,80000,Diesel,Manual,1st Owner,2013,1396,5
3330,3330,Chevrolet Beat LS,1.95,100000,Petrol,Manual,2nd Owner,2017,796,5
3331,3331,Maruti Swift Dzire,4.6,30000,Diesel,Manual,1st Owner,2015,2993,5
3332,3332,Porsche Cayenne Diesel,22.0,120000,Diesel,Automatic,2nd Owner,2011,1248,5
3333,3333,Maruti Swift VXI,2.1,110000,Petrol,Manual,4th Owner,2011,1197,5
3334,3334,Toyota Innova 2.5,5.5,120000,Diesel,Manual,3rd Owner,2013,1461,5
3335,3335,Tata Indica eV2,1.13,110000,Diesel,Manual,1st Owner,2016,998,4
3336,3336,Maruti 800 Std,5.5,80000,Petrol,Manual,2nd Owner,1999,1997,5
3337,3337,BMW X5 xDrive,20.0,150000,Diesel,Automatic,1st Owner,2014,1997,5
3338,3338,Maruti Swift Dzire,5.6,80000,Diesel,Manual,3rd Owner,2016,1248,5
3339,3339,Hyundai Xcent 1.2,3.94,10000,Petrol,Manual,1st Owner,2019,1582,5
3340,3340,Renault Duster 110PS,4.0,120000,Diesel,Manual,1st Owner,2015,1197,5
3341,3341,Maruti Wagon R,5.6,5000,Petrol,Manual,1st Owner,2022,1248,5
3342,3342,BMW 5 Series,9.0,90000,Petrol,Automatic,2nd Owner,2012,1086,5
3343,3343,Mahindra Thar LX,13.75,20000,Petrol,Automatic,1st Owner,2020,1462,5
3344,3344,Maruti Swift VDI,2.35,100000,Diesel,Manual,3rd Owner,2010,1086,7
3345,3345,Hyundai Verna 1.6,3.65,120000,Diesel,Manual,1st Owner,2013,2179,5
3346,3346,Honda City 1.5,1.3,90000,Petrol,Manual,4th Owner,2005,1193,5
3347,3347,Maruti Swift VXI,5.5,50000,Petrol,Manual,1st Owner,2017,1497,5
3348,3348,Maruti Ritz VDi,3.0,90000,Diesel,Manual,2nd Owner,2014,1998,5
3349,3349,Hyundai Santro Magna,4.0,3700,Petrol,Manual,1st Owner,2021,1582,5
3350,3350,Maruti Ciaz Zeta,9.0,15000,Petrol,Manual,1st Owner,2020,1197,5
3351,3351,Hyundai Santro Era,4.25,20000,Petrol,Manual,1st Owner,2019,1798,5
3352,3352,Mahindra XUV500 W8,6.3,120000,Diesel,Manual,1st Owner,2013,1248,5
3353,3353,Tata Zest Revotron,3.4,60000,Petrol,Manual,1st Owner,2016,1399,7
3354,3354,Honda City 1.5,2.55,60000,Petrol,Manual,3rd Owner,2011,2982,7
3355,3355,Chevrolet Cruze LTZ,4.8,40000,Diesel,Manual,2nd Owner,2016,2179,5
3356,3356,Hyundai Verna 1.6,2.9,110000,Diesel,Manual,3rd Owner,2011,998,5
3357,3357,Hyundai i10 Sportz,2.1,70000,Petrol,Manual,4th Owner,2011,1298,5
3358,3358,Skoda Superb 1.8,3.0,110000,Petrol,Manual,1st Owner,2011,796,5
3359,3359,Maruti Swift VDI,1.9,70000,Diesel,Manual,2nd Owner,2010,1497,5
3360,3360,Ford Figo Diesel,1.0,80000,Diesel,Manual,2nd Owner,2011,1896,7
3361,3361,Toyota Fortuner 4x2,12.7,110000,Diesel,Manual,3rd Owner,2015,2179,5
3362,3362,Mahindra XUV500 W8,7.0,60000,Diesel,Manual,1st Owner,2013,1498,7
3363,3363,Maruti Alto K10,2.85,70000,Petrol,Manual,1st Owner,2016,1956,5
3364,3364,Maruti Esteem Vxi,5.5,120000,Petrol,Manual,2nd Owner,2007,1591,5
3365,3365,Maruti Alto LX,5.5,15000,Petrol,Manual,1st Owner,2005,1461,5
3366,3366,Honda City 1.5,2.13,110000,Petrol,Manual,2nd Owner,2009,796,7
3367,3367,Skoda New Laura,1.5,120000,Diesel,Manual,2nd Owner,2007,2179,5
3368,3368,Tata Hexa XTA,10.8,80000,Diesel,Automatic,2nd Owner,2018,1198,5
3369,3369,Volkswagen Ameo 1.5,5.35,50000,Diesel,Manual,2nd Owner,2018,1498,2
3370,3370,Tata New Safari,20.65,35000,Diesel,Manual,1st Owner,2021,2523,5
3371,3371,Hyundai Verna VTVT,8.75,60000,Petrol,Manual,1st Owner,2019,796,5
3372,3372,Nissan Micra Diesel,2.66,110000,Diesel,Manual,2nd Owner,2013,2499,5
3373,3373,Maruti Alto LX,1.25,135000,Petrol,Manual,4th Owner,2009,1248,7
3374,3374,Mahindra XUV500 W8,5.25,90000,Diesel,Manual,2nd Owner,2013,2523,5
3375,3375,Honda Brio S,2.7,67000,Petrol,Manual,2nd Owner,2013,1298,5
3376,3376,Honda Amaze EX,2.5,90000,Diesel,Manual,3rd Owner,2014,1396,5
3377,3377,Mahindra Bolero Pik,6.9,300000,Diesel,Manual,1st Owner,2019,1197,5
3378,3378,Maruti Alto LXi,1.35,50000,Petrol,Manual,2nd Owner,2008,1995,5
3379,3379,Isuzu D-Max S,7.76,5000,Diesel,Manual,1st Owner,2022,1461,5
3380,3380,Maruti Swift Dzire,4.25,100000,Diesel,Manual,2nd Owner,2014,1198,5
3381,3381,Mahindra Bolero SLE,3.0,110000,Diesel,Manual,3rd Owner,2011,998,5
3382,3382,Maruti Swift Dzire,1.6,80000,Petrol,Manual,2nd Owner,2009,1498,5
3383,3383,Hyundai Creta 1.4,8.0,78000,Diesel,Manual,1st Owner,2017,1396,5
3384,3384,Maruti Swift VXi,1.2,90000,Petrol,Manual,3rd Owner,2008,1586,5
3385,3385,BMW 3 Series,3.75,100000,Diesel,Automatic,3rd Owner,2007,998,5
3386,3386,Mahindra Verito Vibe,2.0,136000,Diesel,Manual,2nd Owner,2013,1968,5
3387,3387,Honda CR-V MT,6.5,136000,Petrol,Manual,3rd Owner,2012,999,5
3388,3388,Maruti Alto K10,3.25,40000,Petrol,Manual,1st Owner,2018,1493,5
3389,3389,Volkswagen Polo 1.5,3.65,110000,Diesel,Manual,1st Owner,2015,1197,5
3390,3390,Hyundai i20 Sportz,3.1,70000,Diesel,Manual,3rd Owner,2014,999,5
3391,3391,Maruti SX4 Zxi,1.2,90000,Petrol,Manual,2nd Owner,2007,1061,5
3392,3392,Maruti Celerio VXI,3.35,60000,Petrol,Manual,1st Owner,2016,1995,5
3393,3393,Audi Q3 35,12.5,40000,Diesel,Automatic,4th Owner,2014,998,5
3394,3394,Hyundai Santro GLS,5.5,147000,Petrol,Manual,1st Owner,2000,1248,5
3395,3395,Hyundai Creta SX,20.0,20000,Diesel,Automatic,1st Owner,2021,999,5
3396,3396,Maruti Baleno Zeta,7.1,20000,Petrol,Manual,1st Owner,2021,1197,5
3397,3397,Renault KWID 1.0,2.7,35000,Petrol,Manual,1st Owner,2017,1956,5
3398,3398,Maruti Wagon R,5.5,60000,Petrol,Manual,1st Owner,2005,1197,5
3399,3399,BMW X1 sDrive,8.0,100000,Petrol,Automatic,2nd Owner,2011,1197,5
3400,3400,Maruti Alto K10,3.5,25000,Petrol,Automatic,2nd Owner,2017,1248,5
3401,3401,Maruti Swift VDI,2.4,60000,Diesel,Manual,1st Owner,2015,1968,5
3402,3402,Renault KWID 1.0,3.09,45095,Petrol,Automatic,1st Owner,2017,1248,5
3403,3403,Toyota Etios Liva,2.04,30056,Petrol,Manual,2nd Owner,2011,814,7
3404,3404,Tata Harrier XT,15.42,32638,Diesel,Manual,1st Owner,2021,2967,5
3405,3405,Maruti Ignis Sigma,4.89,21513,Petrol,Manual,1st Owner,2020,1798,7
3406,3406,Maruti Swift Dzire,3.87,55325,Petrol,Manual,1st Owner,2015,2179,5
3407,3407,Maruti Swift Dzire,1.48,163043,Diesel,Manual,3rd Owner,2009,1248,5
3408,3408,Audi A4 2.0,7.6,117180,Diesel,Automatic,3rd Owner,2011,1956,7
3409,3409,Maruti Swift VDI,3.01,156932,Diesel,Manual,3rd Owner,2014,2494,5
3410,3410,Hyundai EON Magna,1.84,28508,Petrol,Manual,1st Owner,2013,1373,5
3411,3411,Audi Q7 3.0,11.02,86594,Diesel,Automatic,3rd Owner,2009,1197,5
3412,3412,Skoda Superb Elegance,5.11,61090,Petrol,Manual,2nd Owner,2011,1497,5
3413,3413,Mahindra Scorpio SLE,3.7,295392,Diesel,Manual,1st Owner,2011,1197,5
3414,3414,Maruti Swift LDI,2.5,84132,Diesel,Manual,1st Owner,2012,1582,7
3415,3415,Jeep Compass 2.0,11.25,99695,Diesel,Manual,1st Owner,2017,2393,5
3416,3416,Toyota Innova 2.5,7.51,98234,Diesel,Manual,1st Owner,2014,1461,7
3417,3417,Maruti Ciaz VXi,5.24,86523,Petrol,Manual,1st Owner,2016,1462,5
3418,3418,Hyundai i10 Sportz,2.27,76974,Petrol,Manual,2nd Owner,2012,1498,7
3419,3419,Honda City 1.5,2.13,112308,Petrol,Manual,3rd Owner,2008,2199,5
3420,3420,Maruti Swift Dzire,2.92,42278,Petrol,Manual,1st Owner,2012,1451,5
3421,3421,Hyundai Creta 1.6,8.29,65308,Diesel,Manual,1st Owner,2016,1248,7
3422,3422,Toyota Innova Crysta,14.99,83519,Diesel,Manual,1st Owner,2016,2499,7
3423,3423,Renault Duster 110PS,3.52,133159,Diesel,Manual,1st Owner,2013,1997,5
3424,3424,Maruti Ertiga CNG,9.06,55481,Cng,Manual,1st Owner,2020,998,7
3425,3425,MG Astor Super,12.27,7046,Petrol,Automatic,1st Owner,2021,1493,5
3426,3426,Kia Carnival Prestige,28.21,9762,Diesel,Automatic,1st Owner,2021,1248,5
3427,3427,MG Hector Sharp,18.35,12144,Petrol,Automatic,1st Owner,2021,1248,5
3428,3428,Maruti SX4 S,6.86,117585,Diesel,Manual,1st Owner,2017,1120,5
3429,3429,Ford Endeavour 2.5L,6.46,205129,Diesel,Manual,1st Owner,2014,1193,5
3430,3430,Mahindra Scorpio 1.99,8.47,53076,Diesel,Manual,2nd Owner,2016,1498,5
3431,3431,Maruti Celerio VXI,4.28,84346,Cng,Manual,1st Owner,2018,1968,5
3432,3432,Mahindra TUV 300,5.01,97865,Diesel,Manual,1st Owner,2015,814,5
3433,3433,Maruti Swift VDI,2.07,89807,Diesel,Manual,1st Owner,2010,1396,7
3434,3434,Maruti Swift Dzire,3.27,99121,Diesel,Manual,3rd Owner,2014,2199,5
3435,3435,Hyundai Grand i10,3.6,97497,Diesel,Manual,1st Owner,2016,1498,5
3436,3436,Tata Indigo GLX,5.5,48863,Petrol,Manual,1st Owner,2010,1364,5
3437,3437,Honda City i,4.28,133384,Diesel,Manual,1st Owner,2014,1582,5
3438,3438,Audi A6 35,10.59,94235,Diesel,Automatic,3rd Owner,2012,1248,5
3439,3439,Hyundai EON Magna,2.46,26995,Petrol,Manual,1st Owner,2015,1461,5
3440,3440,Hyundai i20 Asta,4.93,93763,Diesel,Manual,1st Owner,2015,998,5
3441,3441,Hyundai Santa Fe,9.38,133491,Diesel,Automatic,3rd Owner,2015,1197,5
3442,3442,Volkswagen Polo 1.5,3.74,73323,Diesel,Manual,3rd Owner,2015,799,5
3443,3443,Toyota Etios Liva,3.87,141059,Diesel,Manual,2nd Owner,2015,1498,5
3444,3444,Hyundai Verna 1.6,2.89,178989,Diesel,Manual,1st Owner,2011,1998,5
3445,3445,Maruti Swift Dzire,3.68,129195,Diesel,Manual,1st Owner,2013,1968,5
3446,3446,Renault Duster 85PS,3.16,73331,Diesel,Manual,2nd Owner,2013,1248,5
3447,3447,Maruti Celerio VXI,2.49,75088,Petrol,Manual,1st Owner,2014,998,5
3448,3448,Hyundai Grand i10,3.23,60609,Petrol,Manual,1st Owner,2015,1995,5
3449,3449,Renault KWID RXE,2.19,48448,Petrol,Manual,1st Owner,2015,998,5
3450,3450,Ford Ecosport 1.5,5.33,112525,Diesel,Manual,1st Owner,2015,1956,7
3451,3451,Chevrolet Cruze LT,2.66,97095,Diesel,Manual,3rd Owner,2012,2179,5
